Questions,class
problem  show ionic compound li fforms atom li  element react achieve stable noblegas electron configuration ngec  one electron loses  one electron le ne therefore accepts electron  group hydrocarbon contain  hydrogen  hõs hydrocarbon replaced atom group atom replacement called functional group reactive site molecule ctoc double triple bond considered functional group common functional group given table  compound functional group form homologous series similar characteristic chemical property often exhibiting regular gradation physical property increasing molecular weight,chemistry
problem  methane ch  ethane   propane   first three member alkane homologous series structural unit member differ predecessor member differ  two hõs unit ñch  methylene group,chemistry
problem  write possible lewis structural formula,chemistry
problem  determine formal charge atom following specie    ch    sum formal charge equal charge specie case     cancelbaand specie unchanged moleculechapter  property organic  example reveal formal charge appear atom usual covalence octet valence electron formal charge always occur molecule ion conceived formed result coordinate covalent bonding,chemistry
problem  show    ch  formed coordinate covalent bonding indi cate donor acceptor show formal charge supplementary,chemistry
problem  compound carbon covalent rather ionic four valence electron would take much energy  give accept four electron fore carbon share electron form covalent bond,chemistry
problem  classify following branched chain ii unbranched chain iii cyclic iv multiple bonded  heterocyclic abcaiii iv   ii   iv ii table  common functional group chapter  property organic  italicized portion indicates  primary  amine also secondary   tertiary    name propanaminetable   property organic,chemistry
problem  refer periodic chart predict covalence following hydrogen compound   cl   si    ge  br   sethe number covalent bond typically formed element  minus group number thus                ,chemistry
problem  following isomer  ch     ,chemistry
problem  find formal charge element chapter  property organic  net charge specie bf,chemistry
problem  write lewis structure nine isomer molecular formula     usual covalence name functional group present isomer one predict number isomer mere inspection molecular formula logical method run follows first write different bonding skeleton multivalent atom case three cõs three skeleton attain covalence    eight hõs needed since molecular formula six hõs double bond ring must introduced onto skeleton double bond situated three way either pair cõs  hõs added get three isomer,chemistry
problem  show distribution electron atomic orbitals carbon  oxygen dash represents orbital horizontal space dash indicates energy difference energy increase left rightaatomic number   two  pelectrons unpaired two porbitals hundõs rule batomic number   bond formationñmolecular orbital mo method covalent bond form overlap fusion two aoõsñone atom overlap produce new orbital called molecular orbital mo embrace atom interaction two aoõs produce two kind moõs orbitals like sign overlap bonding mo result high electron density atom therefore lower energy greater stability individual aoõs aoõs unlike sign overlap antiboding mo result node site zero electron density atom therefore higher energy individual aoõs asterisk indicates antibondingheadtohead overlap aoõs give sigmamoñthe bond called bond fig  corresponding antibonding mo designated fig   imaginary line joining nucleus bonding atom bond axis whose length bond lengthchapter  molecular   two parallel porbitals overlap side side form pi bond fig  bond fig  bthe bond axis lie nodal plane plane zero electronic density perpendicular crosssectional plane bondsingle bond bond double bond one one bond triple bond one two bondsa zand triple bond taken along xaxisalthough moõs encompass entire molecule best visualize localized pair bonding atom description bonding called linear combination atomic orbitals lcao figure,chemistry
problem  type mo result sidetoside overlap sand porbitalthe overlap depicted fig  bonding strength generated overlap saoand portion porbital canceled antibonding effect generated overlap sand portion  mo nonbondingn better two isolated aoõs chapter  molecular,chemistry
problem  list difference bond  headtohead overlap  lateral overlap porbitals pand  cylindrical charge symmetry bond  maximum charge density crosssectional plane  free  free rotation  lower  higher energy  one bond exist two  two bond exist two atom,chemistry
problem  show electron distribution moõs          predict unstable fill lowerenergy mo first two electron  total two electron therefore stableexcess two bonding electron  formed hand há one electronstableexcess one bonding electron le bonding strength   formed theoretically hand há three electron stablehas net bond strength one bonding electron antibonding electron cancel bonding strength one bonding electronsdhe  four electron two atom electron distribution stable antibonding bonding electron cancel net bonding two atom stable,chemistry
problem  since mo formed  saoõs higher energy mo formed  aoõs predict whether    exist mo level follows  energy increasing left right ali  six electron fill mo level give chapter  molecular    li  excess two electron bonding moõs therefore exist mean stable form lithiumbbe  eight electron  net bonding electron  exist stability molecule qualitatively related bond order defined bondorder number valence electron mmoõs ð number valence electron moõs  bond order usually equal number bond two atomsñin word  single bond  double bond  triple bond,chemistry
problem  moõs formed two set three  porbitals overlap  pppppp yzxyzx pair degenerate show mo theory predicts paramagnetism   bond order  valence sequence moõs formed overlap  aoõs diatomic molecule  sspppppp yzxyzx   elecrons placed moõs giving   sspppp yzxy  electron two equalenergy moõs unpaired therefore  paramagneticbelectrons first two molecular orbitals cancel otherõs effect  electron next  bonding orbitals  electron next  antibonding orbitals net bonding effect due  electron bond order    two oõs joined net double bond  atomic orbitals carbon atom must provide four equalenergy orbitals order form four equivalent bond methane  assumed four equivalent orbitals formed blending  sand three  paoõs give four new hybrid orbitals called  fig  shape  shown fig  larger lobe òheadó electron density overlap orbital bonding mate form bond smaller lobe òtailó often omitted hoõs depicted see fig  however time tail play important role organic reaction aoõs carbon hybridize way  shown fig  repulsion pair elec trons cause hoõs maximum bond angle geometry summarized table   sphoõs induce geometry cõs shown fig  bond bond determine molecular shape chapter  molecular   figure  figure  number type oftypebond anglegeometry remaining põsbond   planar   see fig,chemistry
problem    molecule bond angle  type aoõs use form two equivalent bond   bond angle le  two degenerate orbitals pyand pz form two equivalent bond  however used aoõs bond angle would  angle zaxes since angle actually  close  presumed use   ogroundstate ssppp xyz chapter  molecular  sspspbunshared pair electron exert greater repulsive force shared pair cause contraction bond angle unshared pair greater contraction,chemistry
problem  hñnñh bond angle   type aoõs  use  ngroundstate ssppp xyz groundstate  atom use three equalenergy paoõs form three equivalent nñh bond hñnñh bond angle would  since actual bond angle  rather   like us    hoõs  atom second period forming one covalent bond    hybrid orbital must provided bond unshared pair electron atom higher period also often use hoõs,chemistry
problem  predict shape boron trifluoride molecule bf   boron tetrafluoride anion  bond equivalent athe hoõs used central atom case  determine shape molecule  bgroundstate ssppp xyz three sigma bond bf  unshared pair therefore three hoõs needed hence  us  shape trigonal planar fñbñf bond angle    sspspusedforbonding empty  orbital overlap filled orbital  hold two electron empty pzorbital right angle plane moleculebb bf  four bond need four hoõs   statethe shape tetrahedral bond angle,chemistry
problem  arrange  three sptype hoõs order decreasing energy scharacter orbital lower energy therefore order decreasing energy    sp,chemistry
problem  effect hybridization stability bond hybrid orbitals overlap better  provide greater bond angle thereby minimizing repulsion pair electron making great stability use generalization unshared bonded pair electron need hybrid orbital bond number hybrid orbitals honneeded  central atom obtained hon number bond number unshared pair electronsthe hybridized state atom predicted table  four hoõs needed dorbitals hybridized sand three põs five hoõs needed pcl  one dorbital included give  fig  six hoõs sf  two dorbitals included give  fig  bchapter  molecular   honpredicted hybrid state   preceding method also used multicovalent element second period exception higher period periodic table,chemistry
problem  use hon method determine hybridized state underlined elementsnumber bondsnumber unshared electron pair honhybrid state        cd  polarity relative tendency bonded atom molecule attract electron expressed term electroneg ativity higher electronegativity effectively atom attract hold electron bond formed atom dissimilar electronegativity called polar nonpolarcovalent bond exists atom small zero difference electronegativity relative electronegativity   cl      electronegative element covalent bond relatively negative charge le electroneg ative element relatively positive symbol represent partial charge bond polarity partial charge confused ionic charge polar bond indicated head point toward electronegative atom vector sum individual bond moment give net dipole momentof molecule,chemistry
problem  molecular dipole moment  co     tell shape moleculesin   molecular  electronegative  cño bond polar shown zero dipole moment indicates symmetrical distribution charge carbon geometry must linear way individual bond moment cancel  also polar bond however since net dipole moment individual bond moment cancel molecule must  number oxidation number value assigned atom based relative electronegativity equal group number minus number assigned electron bonding electron assigned electronegative atom sum onõs equal charge specie,chemistry
problem  determine oxidation number   ch   ch   ch   use data    example molecule therefore sum value  aon                 atom equivalent     force adiploledipoleinteraction result attraction end one polar molecule endof another polar moleculebhydrogenbond xñh may bridged xñhy  small highly electronegative atom   hbonds also occur intramolecularly clondon van der waals force electron nonpolar molecule may momentarily cause imbalance charge distribution neighboring molecule thereby inducing temporary dipole moment although con stantly changing induced dipole result weak net attractive force greater molecular weight molecule greater number electron greater forcesthe order attraction ishbond dipoledipole london force,chemistry
problem  account following progression boiling point ch   cl         ch   greater intermolecular force higher boiling point polarity molecular weight must consideredaonly ch  polar highest boiling point ch  lower molecular weight  gmole  gmole therefore lowest boiling point bonly ch  hbonding stronger force intermolecular attraction dipole dipole attraction  ch  london force weakest attraction,chemistry
problem  boiling point npentane isomer neopentane   respectively account difference see,chemistry
problem  structural formula isomer nonpolar therefore another factor shape molecule influence boil ing point shape npentane rodlike whereas neopentane spherelike rod touch along entire length sphere touch point contact molecule greater london force thus boiling point npentane higher  oppositely charged ion salt strongly attracted electrostatic force thereby accounting high melting boiling point salt force attraction must overcome order salt dis solve solvent nonpolar solvent zero small dipole moment protic solvent highly polar molecule  form hbond aprotic solvent highly polar molecule  form hbond,chemistry
problem  classify following solvent ch  dimethyl sulfoxide  ccl  carbon tetrachloride   benzene dimethylformamide   methanol  liquid   symmetrical tetrahedral molecular shape individual cñcl bond moment cancel  exception hydrocarbon nonpolar protic   aprotic oand  group strongly polar hõs attached  typically form hbonds,chemistry
problem  mineral oil mixture highmolecularweight hydrocarbon dissolve nhexane water ethyl alcohol ch  explainchapter  molecular  force nonpolar molecule mineral oil nhexane weak therefore molecule mutually mix solution easy attractive force polar     mol ecules strong hbonds nonpolar molecule overcome hbonds therefore dis solve polar protic solvent,chemistry
problem  explain ch  much soluble water ch  oh portion alcohol molecule tends interact waterñit hydrophilic hydrocarbon portion interact rather repelledñit hydrophobic larger hydrophobic portion le soluble water molecule,chemistry
problem  explain nacl dissolve water water protic solvent help separate strongly attracting ion solid salt solvation several water molecule surround positive ion na iondipoleattraction atom negative end molecular dipole attracted cation   typically form hbond negative ion case cl chapter  molecular,chemistry
problem  compare way nacl dissolve water dimethyl sulfoxide way nacl typical salt dissolve water typical protic solvent discussed,chemistry
problem  dimethyl sulfoxide also solvate positive ion iondipole attraction ogroup attracted cation however since aprotic solvent way hbond formed negative ion solvated salt dissolve aprotic solvent positive pole surrounded methyl group get close enough solvate anion bare negative ion discussed,chemistry
problem  greatly enhanced reactivity small amount salt dissolve nonpolar weakly polar solvent exist mainly ionpairsor ionclusters oppo sitely charged ion close move unit tight ionpairs solvent molecule ion looseionpairs separated small number solvent molecule  delocalized electron resonance theory describes specie single lewis electron structure written example consider dinitrogen oxide   comparison calculated observed bond length show neither structure correct neverthe le contributing resonance structure tell  actual resonance hybrid doublebond character  triplebond character   state affair described nonlewis structure broken line stand partial bond delocalized pelectrons extended bondcreated overlap porbitals atom see also orbital diagram fig  symbol denotesresonance equilibriumchapter  molecular   energy hybrid eh always le calculated energy hypothetical contributing structure ec difference energy resonance delocalization energy ererecð ehthe nearly equal energy contributing structure greater resonance energy le hybrid look like contributing structure contributing structure dissimilar energy hybrid look like lowestenergy structure contributing structure differ position electron atomic nucleus must position  must number paired electron relative energy contributing structure assessed following rule  greatest number covalent bond stable however secondperiod element   octet rule must observed  exception structure least amount formal charge stable  structure formal charge stable lowest energy one electronegative atom electropositive atom  like formal charge adjacent atom high energy  structure electrondeficient positively charged atom high energy usually ignored,chemistry
problem  write contributing structure showing formal charge necessary ozone   co   hydrazoic acid hn  isocyanic acid hnco indicate least stable structure give reason choice give structure hybrid ab,chemistry
problem  write contributing structure delocalized structure  ii   use paoõs draw structure showing delocalization pelectrons extended bond ii  compare stability hybrid eachathe delocalized oõs assumed  nño bond bond lengththe ð charge delocalized three oõs  bsee fig  cwe use resonance theory compare stability two ion differ one fea tureñthe number oõs  related oxidation number nõs could example compare  hso  since differ one way  different group period periodic table  stable  charge  delocalized dispersed greater number oõs since  extended bond system,chemistry
problem  indicate one following pair resonance structure le stable unlikely contributing structure give reason case iiiai fewer covalent bond formal charge electrondeficient  biv electronegative cvi similar charge adjacent cõs fewer covalent bond formal charge electron deficient  dvii fewer covalent bond electronegative  also electrondeficient ec   electron possible element second period supplementary,chemistry
problem  distinguish ao ho mo localized mo ao region space atomin electron may exist ho mathematically fabricated number aoõs explain equivalency bond mo region space entire moleculecapable accommodating electron localized mo region space pair bonded atom bonding electron assumed presentchapter  molecular   chapter  molecular,chemistry
problem  show orbital population electron unbonded  ground state    sphybrid statesnote since energy difference hybrid porbitals small hundõs rule prevails aufbau principle,chemistry
problem   linear   bent explain term hybrid orbitals used na  two bond unshared pair electron therefore need two hybrid orbitals  us sphybrid orbitals bond linear geometry controlled arrange ment sigma bondsb  two bond one unshared pair electron therefore need three hybrid orbitals  us  hoõs bond angle,chemistry
problem  draw orbital representation cyanide ion cnsee fig    one bond one unshared pair electron therefore need two sphybrid hoõs atom one sphybrid orbital form bond unshared pair atom pyao pzao two pyorbitals overlap form ybond xyplane two pzorbitals overlap form zbond xzplane thus two bond right angle bondexist   atom figure,chemistry
problem  following molecule posse polar bond   hf brcl ch  chcl  ch  polar moleculesahf brcl ch    brcl chcl   symmetrical individual bond moment ch,chemistry
problem  considering difference electronegativity would     exhibit greater dipoledipole attraction  hbondinga    molecular,chemistry
problem  nitrogen trifluoride  ammonia  electron pair fourth corner tetrahedron similar electronegativity difference element       explain larger dipole moment ammonia  compared nf  dthe dipole three nñf bond toward  see fig  oppose tend cancel effect unshared electron pair  nh  moment three nñh bond toward  see fig  add effect electron pair,chemistry
problem   much soluble water corresponding na salt explainnais solvated merely iondipole interaction nh  solvated hbonding figure  stronger attractive force,chemistry
problem  fof dissolved naf reactive dimethyl sulfoxide acetonitrile   explainhbonding prevails ch  protic solvent ch  thereby decreasing reactivity    aprotic solvent cñh hõs hbond,chemistry
problem  find oxidation  ch   ch     hcooh  co   section,chemistry
problem  give true false answer question justify answer since polyatomic anion xy nmsuch  bf  central atom  usually le electronegative peripheral atom tends acquire positive oxidation number  oxidation number tend smaller value formal charge  bond dissimilar atom always lead nonzero oxidation number fluorine never positive oxidation number atrue bonding electron allotted electronegative peripheral atom leaving cen tral atom positive oxidation number bfalse determining formal charge electron shared pair assigned bonded atom determining oxidation number pair electron involved electron moved away atom hence larger oxidation number result cfalse oxidation number zero dissimilar atom electronegativity ph   electronegative element   zero oxidation number,chemistry
problem  following transformation organic compound oxidation reduction neithera    ch   hcch    ch   answer question determine average oxidation number  atom reactant product increase positive le negative signal oxidation decrease negative le positive signal reduction change mean neither neither ci invariant    oxidation respective change      reduction change,chemistry
problem  irradiation ultraviolet uv light permit rotation bond explain term bonding antibonding moõs two paoõs overlap form two pi moõs bonding antibonding two electron original paoõs fill mo ground state photon uv cause excitation one electron excited state chapter  molecular  excitedstate uvinitially excited electron change spin bonding effect two electron cancel sigma bond bonded atom rotation bond occur,chemistry
problem  write contributing resonance structure delocalized hybrid bcl     six electron outer shell bcl  accommodate eight electron bñcl bond assume doublebond character bchapter  molecular  bondsnumber unshared electron pair honhybrid state,chemistry
problem  arrange contributing structure vinyl chloride    formic acid hcooh order increasing importance increasing stability assigning number starting  important stablei stable formal charge iii least stable since electrondeficient  iii cl us empty  dorbital accommodate fifth pair electron fluorine could order stability isi,chemistry
problem  difference isomer contributing resonance structure isomer real compound differ arrangement atom contributing structure arrangement atom differ distribution electron imaginary structure writ ten give indication electronic structure certain specie typical lewis structure written,chemistry
problem  use hon method determine hybridized state underlined elementsababcdefchapter   reactivity organic reaction  mechanism way reaction occurs called mechanism reaction may occur one step often sequence several step example   may proceed two step,chemistry
problem  determine hybrid orbital number hon five ccontaining intermediate tabulated give hybrid state  atom unpaired electron notrequire ho counted determinationnumber number unsharedhonhybrid state bondselectron pair      spacarbocation bcarbanion cradical dsinglet carbene etriplet carbene recall two unshared electron triplet carbene paired hence counted different orbitals,chemistry
problem  give threedimensional representation orbitals used cõs five carbon inter mediates,chemistry
problem  place unshared electron appropriate orbitalsaa carbocation three trigonal planar  form three bond empty pao perpendicular plane bond see fig  aba carbanion four tetrahedral  three form three bond one unshared pair elec trons see fig  radical orbitals carbocation difference lie presence odd electron porbital radical see fig  singlet carbene three  two form two bond third hold unshared pair elec trons also empty pao perpendicular plane  see fig  dea triplet carbene us two sphoõs form two linear bond two unhybridized paoõs one electron see fig,chemistry
problem  write formula specie resulting homolytic cleavage  heterolytic cleavage   bond ethane  classify specieschapter  reactivity organic   ahcchhc  ethane methylradicals bbhcchhc ch   bbanion  organic reaction  substitution atom group atom molecule ion replaced another atom  molecule combine yield single molecule addition frequently occurs double triple bond sometimes smallsize  reverse addition two atom group removed molecule atom group taken adjacent atom elimination multiple bond formed taken adjacent atom ring result removal two atom group atom eliminationproduces  molecule scrambled converting isomer  redox reaction involve transfer electron change oxidation num ber decrease number  atom bonded  increase number bond atom   cl br  signal oxidation,chemistry
problem  following represents step mechanism chlorination methane chapter  reactivity organic  propagation step constitute overall reaction write equation overall reaction  intermediate overall reaction  reaction homolytic displacement reaction  reaction addition taking place  collision specie would lead side product aadd step   ch  hclbthe intermediate formed consumed   radicalsceach step homolytic step   cl  step  ch  dstep  involves displacement oneof cl   step  displaces  henone,chemistry
problem  identify following,chemistry
problem  classify following substitution addition elimination rearrangement redox reaction reaction may one designation ach  hcl     ch    mnoh   hccl ohcclhocl  aaddition redox reaction two brõs add two doublebonded  atom  oxidation number  changed         br changed       cl oh celimination redox zn remove two cl atom adjoining  atom form double bond zncl  elimination organic compound reduced zn oxidized drearrangement isomerization erearrangement isomerization faddition redox brõs add two  atom ring cõs oxidized brõs reduced gredox ch  oxidized  reducedhelimination  clare removed carbon eliminationielimination redox two brõs removed nonadjacent cõs giving ring see  nucleophilic reagent reaction generally occur reactive site molecule ion site fall mainly two category one category high electron density site unshared pair electron  end polar bond   celectrons electronrich site nucleophilicand specie possessing site called nucleophilesor electrondonors second category capable acquir ing electron  end polar bond electrondeficient site electrophilic specie possessing site called electrophiles electronacceptors many reaction occur coordi nate covalent bond formation nucleophilic electrophilic site nu  nue,chemistry
problem  classify following specie,chemistry
problem  reaction  oh  bra nucelophilic displacementthe ohhas unshared electron nucleophile polar nature  br bondc act electrophilic site displacement brby ohis initiated nucleophile ho,chemistry
problem  indicate whether reactant,chemistry
problem  state whether following reaction positive negative give reason    ch   two molecule changing one molecule order le randomness product sp srbpositive rigid ring open give compound free rotation   single bond randomness sp srcpositive ion solvated   molecule ch  ion form molecule many   molecule set free therefore randomness sp sr,chemistry
problem  predict stable state   steam liquid ice term enthalpy  entropy  free energy aga liquid solid exothermic process therefore ice least enthalpy rea son ice stablebsolid liquid gas show increasing randomness therefore increasing entropy reason steam stablechere trend lowest enthalpy highest entropy opposition neither used independently predict favored state  give balance hand used state lowest gor reaction negative gi favored   liquid state fact predicted calculation made using equation  energy bonddissociation energy  energy needed endothermic homolysis covalent bond ab aá áb positive bond formation reverse reaction exothermic hvalues negative positive hvalue stronger bond hof reaction sum positive hvalues bond cleavage plusthe sum negative hvalues bond formation,chemistry
problem  calculate hfor reaction ch  hcl bonddissociation energy kjmol  cñh  clñcl  cñcl  hñcl value shown bond involved chapter  reactivity organic  cleavageendo  ññññ tthermic format  iionsexothermic  reaction exothermic  kjmol,chemistry
problem  compare strength bond similar atom single bond atom without unshared electron pair  triple double single bondsabonds weaker atom unshared electron pair interelectron repulsion boverlapping porbitals strengthens bond bond energy greatest triple smallest single  equilibrium every chemical reaction proceed either direction da eb fx gy even go one direc tion microscopic extent state equilibrium reached concentration   longer change even though reverse forward reaction taking place every reversible reaction equilibrium expression ke equilibrium constant defined term molar concentration moll indicated square bracket chapter  reactivity organic  xyaproducts favored llarge reactant favored small kekevaries temperature gof reaction related  rtlogkewhere ri molar gas constant  jmol  ti absolute temperature ,chemistry
problem  given reversible reaction change could make increase yield ch  equilibrium must shifted right side equilibrium ch  achieved combination following adding   adding ch  removing   removing,chemistry
problem  summarize relationship sign    magnitude keand state whether reaction proceeds right left reaction equation writtensee table,chemistry
problem   following reaction indicated kevalues since change bonding reaction similar reaction  use thermo dynamic function explain large difference magnitude kehtsgreaction direction keforward right  reverse left  usually   kjmoldepends condition usually   kjmoldepends condition  larger kemeans negative  since reaction negative gmeans sfor reaction positive positive sgreater randomness expected reac tion  one molecule converted two molecule whereas reaction two molecule changed two molecule two reacting site oh cooh molecule reac tion intramolecular reaction site different molecule reaction intermolecularintramolecular reaction often positive sthan similar intermolecular  reaction rate reaction fast reactant disappear product appear general reaction da eb äc gd rate given rate equation rate kaxbywhere ki rate constant given temperature  molar concentration exponent xand ymay integer fraction zero sum defines orderof reaction value xand yarefound experimentally may differ stoichiometric coefficient dand eexperimental condition concentration affect rate reaction follows temperature rough rule value kdoubles every rise temperature  particle size increasing surface area solid pulverization increase reaction rate catalyst inhibitor catalyst substance increase rate reaction recovered unchanged end reaction inhibitor decrease rateat given set condition factor determine rate given reaction follows  collision per unit time greater chance molecular collision faster reac tion probability collision related number molecule reactant proportional molar  activation activation energy eact hà reaction may take place colliding molecule enthalpy content hà excess average smaller value hà successful collision faster reaction hàeactat constant  activation sà also called probability factor collision molecule po sessing requisite hàresult reaction often collision molecule must also occur certain orientation reflected value sà organized le random required orientation col liding molecule lower entropy activation slower reaction,chemistry
problem  predict effect rate reaction change solvent cause increase hàand decrease sà  decrease hàand increase sà  increase hàand sà da decrease hàand sàa decrease rate  increase rate  increase hàtends decrease rate increase sàtends increase rate combined effect unpredictable trend opposite part  effect also unpredictable many case change hàis important change sàin affecting rate reaction  theory enthalpy diagram reactant collided sufficient enthalpy activation hà proper orientation pas hypothetical transition statein bond breaking others may formingthe relationship transition state  reactant  product  shown enthalpy energy diagram fig  onestep exothermic reaction   equilibrium formation chapter  reactivity organic  lower enthalpy favoredñthat  however applies hof reaction predom inates tsof reaction determining equilibrium state reaction rate actually related free energy activation gà gàhàtsàin multistep reaction step transition state step highestenthalpy transition state slowest step determines overall reaction rate number specie colliding step called molecularityof step one specie break reaction unimolecular two specie collide react reaction bimolecular rarely three specie collide termolecular instantthe rate equation give molecule ion number exponent involved slow step preceding fast step intermediate appear rate equation although product occasion ally appear,chemistry
problem  draw enthalpy diagram onestep endothermic reaction indicate hof reaction €see fig,chemistry
problem  draw reactionenthalpy diagram exothermic twostep reaction first step slow  second step slow reaction occur see fig   reactant intermediate  product   state first step  state second step reaction exothermic hp hr,chemistry
problem  first step fast also reversible explain chapter  reactivity organic   htstransition state progress reaction reaction coordinatecdhreaction hp ð hrabh hts ð hràhrhpenthalpyprogress reactionreaction progressareaction  enthalpy enthalpy figure  figure  hàfor revert reactant  le form product  therefore iõs reform  first step fast reversible iõs enough enthalpy go higherenthalpy  form product hàfor  revert prohibitively high hence product accumulate second step best insignificantly reversible,chemistry
problem  catalyst generally speed reaction lowering hà explain occurs term groundstate transitionstate enthalpy hrand htshàcan decreased lowering hts  raising hror ,chemistry
problem  reaction   rate kab  rate ka offer possible mechanism consistent rate expression amolecules  must collide bimolecular ratecontrolling step since balanced chemical equation call reaction one molecule one  molecule reaction must single concerted step bthe ratedetermining step unimolecular involves molecule prior fast step molecule  reacts second step fast following possible twostep mechanism chapter  reactivity organic  stepbid  iiadding two step give balanced chemical equation  ,chemistry
problem  reaction    rate  give mechanism using unimol ecular bimolecular stepsone  molecule two molecule needed give specie slow step three molecule collide simultaneously since disregarding rare termolecular step must number prior fast step furnish least one intermediate needed slow step second  mol ecule appears reaction equation must consumed fast step following slow step,chemistry
problem  reaction   rate  offer mechanism rate determining step unimolecular slow step need intermediate formed one molecule two  molecule since rate expression involves kind number molecule chemical equation fast step following slow step notice often rate expression insufficient allow suggestion unequivocal mechanism experimental information often needed  acid base brınsted definition acid donates proton base accepts proton strength acid base measured extent lose gain proton respectively reaction acid converted conjugate base base conjugate acid acidbase reaction go direction formingthe weaker acid weaker base,chemistry
problem  show conjugate acid base reaction   gaseous hcl   behaving brınsted base accepts proton hcl brınsted acid converted conjugate acid  conjugate base cl respectively chapter  reactivity organic  conjugate acidbase pair subscript bracketed together reaction go almost completion hcl good proton donor hence strong  amphotericand also act acid donating proton nh  converted con jugate base oh  conjugate acid  poor proton acceptor weak base arrow written show equilibrium lie mainly leftto called acid specie must acidic water able donate proton water compound alcohol acidic toward water  acidic enough react strong base na,chemistry
problem  write equation reaction ethanol  strong base  narelative quantitative strength acid base given either ionization constant kaand kbor pkaand pkbvalues defined ppkkkk aabb loglogkkkkkk wab abw   stronger acid base larger ionization constant smaller  kvalue strength base evaluated conjugate acid strength acid evaluated conjugate base strongest acid weakest conjugate base strongest base weakest conjugate acid follows relationship kw ionproduct water  acidity structure basicity specie depends reactivity atom unshared pair electron atom basic site accepting  spread dispersed delocalized electron density basic site le basic speciesthe acidity specie determined basicity conjugate basedelocalization rule,chemistry
problem  compare basicities following pair  ro  nh  us   us paoõs three bond   ohas periodic group larger charge delocalized therefore  weaker base ro rsh stronger acid roh bsince bonding pair electron ph  paoõs unshared pair electron sao  unshared pair  consequently orbital  unshared electron scharacter  weaker base water ph  basic property coh unshared pair electron nh  charge delocalized weaker base,chemistry
problem  compare account acidity underlined  incompare stability conjugate base casechapter  reactivity organic   oõs participate extended bonding distributed ro local ized hence rcoois weaker base ro rcooh stronger acid roh bthe stability carbanions relative acidity compound iii iiboth iii double bond present ii permit delocalization extended bondingdelocalization effective iii charge delocalized electronegative,chemistry
problem  account decreasing order basicity following amine ch  nh  nf  fõs electronegative inductive effect delocalize electron density  atom  nf  le electron density  nh  nf  weaker base nh  ch  hand electrondonating localizes electron density  ch  making ch  stronger base,chemistry
problem  account decreasing order acidity hcch  ch  apply hon rule basic site  conjugate base hc  hon   us sphoõs   hon   us  ch  hon   us  scharacter decrease basicities increase acidity  acid base lewis acid electrophile share electron pair furnished lewis base nucleophile form cova lent coordinate bond lewis concept especially useful explaining acidity aprotic acid available proton bf  three type nucleophiles listed section,chemistry
problem  given following lewis acidbase reaction chapter  reactivity organic  group base follows  anion  molecule unshared pair electron  negative end bond dipole  available electron  group acid follows  cation  specie electrondefi cient atom  specie atom capable expanding octet  positive end bond dipolesupplementary,chemistry
problem  following reaction take place carbocations give example reaction occur act acid  reacts electrophile  reacts nucleophile undergoes rearrangementcarbocations may undergo ,chemistry
problem  give threedimensional representation orbitals used cõs      ch  us  form bond two hõs  charged  us two sphoõs form two bond one  one  one pao form bond  second unhybridized pao electron see fig   charged  us three  two form bond   third unshared pair electron see fig,chemistry
problem  write formula carbon intermediate indicated label typechapter  reactivity organic  elimination intramolecular displacement  bond formed place  br bond  elimination redox alcohol oxidized ketone  rearrangement displacement redox  reduced  addition redox   reduced fsubstitution  elimination haddition redox  additiona    radical     carbene  ch  carbocation   cca carbanion  carbocation,chemistry
problem  classify following reaction type,chemistry
problem  following specie behave  nucleophile  electrophile   neitherchapter  reactivity organic,chemistry
problem  formulate following twostep reaction label nucleophiles electrophiles,chemistry
problem  addition  mol   mol benzene  room temperature rt reverse elimination reaction proceeds   addition reaction hand sare negative explain term thermodynamic function si negative  addition doesnõt proceed room temperature without catalyst aa negative htends make gnegative negative stends make gpositive room temper ature hexceeds  therefore gi negative higher temperature   tsexceeds hand gi positive si negative four molecule become one molecule thereby reducing randomness systembthe addition high hà rate without catalyst extremely slow,chemistry
problem  reaction ch  hi occur written equilibrium lie left explain term bond dissociation energy     kjmol ch ii   respectively endothermic bondbreaking energy   total  kjmol exothermic bondforming energy   total  kjmol net    kjmoland reaction endothermic reactant product similar structure sterm insignifi cant reaction occur hand gare positive,chemistry
problem  isomer ethyl alcohol   dimethyl ether   lower enthalpy bond dissociation energy       kjmol      oh respectively   cc bond  kjmol    bond   kjmol one  bond   kjmol one  bond  kjmol giving total energy   kjmol ch     bond   kjmol   bond   kjmol total bond energy   kjmol   higher total bond energy therefore lower enthalpy formation energy needed decom pose  element,chemistry
problem  consider following sequence step chapter  reactivity organic  specie may described reactant ii product iii intermediate  write net chem ical equation  indicate molecularity step second step ratedetermining write rate expression  draw plausible reactionenthalpy diagram ai  ii  iii      add step,chemistry
problem  minor step,chemistry
problem    ga side product,chemistry
problem  rate expression reaction    suggest plausible twostep mechanism showing reacting electrophiles nucleophiles ratedetermining step involves ch  ag acetate ion ch  partici pate ensuing fast step,chemistry
problem  give conjugate acid ach  bch  cch  dh ech     cch,chemistry
problem  conjugate base substance,chemistry
problem  ach   cch   base   extremely difficult form practical point view ch   conjugate base,chemistry
problem  following substance amphoteric    nh   nh  cl  hco  ayes give   oh  yes give nh    accept  donate heyes give    give   ,chemistry
